file_id,cell_id,EOL,initial_capacity
FastCharge_000015_CH36_structure.json,el150800737287,1028,1.0709693
FastCharge_000015_CH44_structure.json,el150800739477,1093,1.0626153
FastCharge_000015_CH4_structure.json,el150800737390,796,1.0581568000000001
FastCharge_000016_CH17_structure.json,el150800460478,510,1.0648883999999998
FastCharge_000017_CH17_structure.json,el150800737307,1836,1.0664694
FastCharge_000017_CH1_structure.json,el150800737277,1078,1.0608749
FastCharge_000017_CH25_structure.json,el150800737345,1638,1.0605524
FastCharge_000017_CH33_structure.json,el150800737299,2189,1.0650446000000002
FastCharge_000017_CH41_structure.json,el150800737297,2237,1.07156
FastCharge_000017_CH46_structure.json,el150800737364,1390,1.0489386
FastCharge_000017_CH6_structure.json,el150800737377,1642,1.0657128
FastCharge_000017_CH9_structure.json,el150800739484,1801,1.0688018
FastCharge_000018_CH18_structure.json,EL150800464881,788,1.0825964
FastCharge_000019_CH29_structure.json,EL150800460640,731,1.0751325
FastCharge_000019_CH30_structure.json,EL150800460436,757,1.0895553
FastCharge_000020_CH23_structure.json,el150800460501,542,1.0713947
FastCharge_000021_CH28_structure.json,el150800460510,474,1.0676208
FastCharge_000022_CH24_structure.json,el150800460614,484,1.0623763000000002
FastCharge_000023_CH37_structure.json,EL150800460506,704,1.0750237
FastCharge_000023_CH38_structure.json,EL150800460601,648,1.0719458
FastCharge_000024_CH45_structure.json,el150800460474,469,1.0664768999999998
FastCharge_000025_CH7_structure.json,EL150800464883,1074,1.0736028999999998
FastCharge_000027_CH31_structure.json,el150800460527,496,1.0634685
FastCharge_000028_CH19_structure.json,EL150800464898,878,1.0874287
FastCharge_000028_CH20_structure.json,EL150800460468,1054,1.0815607
FastCharge_000029_CH10_structure.json,EL150800463886,636,1.0729731000000002
FastCharge_000029_CH9_structure.json,EL150800465027,870,1.0909803999999999
FastCharge_000030_CH30_structure.json,el150800460449,495,1.0742625
FastCharge_000031_CH9_structure.json,el150800460518,312,1.0680572
FastCharge_000032_CH22_structure.json,el150800463245,523,1.0757267
FastCharge_000033_CH14_structure.json,el150800460635,495,1.0641999
FastCharge_000034_CH27_structure.json,el150800460466,490,1.0680432
FastCharge_000035_CH12_structure.json,el150800460673,349,1.0638535
FastCharge_000036_CH48_structure.json,el150800460599,743,1.0383378
FastCharge_000037_CH21_structure.json,EL150800460472,901,1.0753926999999999
FastCharge_000037_CH22_structure.json,EL150800460658,896,1.0773282
FastCharge_000038_CH13_structure.json,el150800460655,456,1.0692153
FastCharge_000039_CH27_structure.json,EL150800460507,860,1.0750393999999999
FastCharge_000039_CH28_structure.json,EL150800460644,917,1.076773
FastCharge_000040_CH32_structure.json,el150800460608,505,1.0695118000000001
FastCharge_000041_CH10_structure.json,el150800460605,159,1.06918
FastCharge_000042_CH36_structure.json,el150800460628,475,1.0651143
FastCharge_000043_CH16_structure.json,el150800460451,580,1.0651031000000002
FastCharge_000044_CH11_structure.json,EL150800464002,534,1.0702003
FastCharge_000044_CH12_structure.json,EL150800463871,559,1.0800718999999999
FastCharge_000045_CH1_structure.json,EL150800460514,1189,1.0691586000000002
FastCharge_000045_CH2_structure.json,EL150800460486,1178,1.0725228999999998
FastCharge_000045_CH3_structure.json,EL150800460623,1176,1.0773673000000001
FastCharge_000046_CH31_structure.json,EL150800460433,890,1.0764788
FastCharge_000046_CH32_structure.json,EL150800460477,1014,1.0765325000000001
FastCharge_000047_CH21_structure.json,el150800460603,502,1.0718927
FastCharge_000048_CH43_structure.json,EL150800463229,966,1.0803633999999998
FastCharge_000048_CH44_structure.json,EL150800460647,1051,1.0760245000000002
FastCharge_000049_CH37_structure.json,el150800460528,545,1.0753652
FastCharge_000050_CH32_structure.json,el150800737285,1002,1.0551282
FastCharge_000050_CH40_structure.json,el150800737279,731,1.0674968
FastCharge_000051_CH15_structure.json,EL150800463838,880,1.0682120000000002
FastCharge_000051_CH16_structure.json,EL150800453113,719,1.0585988000000002
FastCharge_000052_CH41_structure.json,el150800460526,512,1.0735563
FastCharge_000053_CH42_structure.json,el150800460513,441,1.0648383999999997
FastCharge_000054_CH15_structure.json,el150800460634,531,1.0651802
FastCharge_000055_CH20_structure.json,el150800460652,512,1.0786781
FastCharge_000056_CH11_structure.json,el150800460602,449,1.0708591
FastCharge_000057_CH35_structure.json,EL150800460615,709,1.077118
FastCharge_000057_CH36_structure.json,EL150800460481,876,1.0917602
FastCharge_000058_CH45_structure.json,EL150800460618,702,1.0771072
FastCharge_000058_CH46_structure.json,EL150800460636,651,1.0662935
FastCharge_000059_CH33_structure.json,el150800460631,530,1.0712117
FastCharge_000060_CH29_structure.json,el150800463208,497,1.0760969999999999
FastCharge_000061_CH43_structure.json,el150800460473,476,1.074605
FastCharge_000062_CH47_structure.json,el150800460678,440,1.0683196000000001
FastCharge_000063_CH5_structure.json,EL150800464977,1226,1.0769014
FastCharge_000063_CH6_structure.json,EL150800464865,1226,1.0760566999999999
FastCharge_000064_CH39_structure.json,el150800460649,476,1.0661006000000002
FastCharge_000065_CH33_structure.json,EL150800460659,870,1.0846132
FastCharge_000065_CH34_structure.json,EL150800463198,842,1.0762453
FastCharge_000066_CH25_structure.json,EL150800460630,1017,1.0722208999999998
FastCharge_000066_CH26_structure.json,EL150800460617,854,1.0728924
FastCharge_000067_CH41_structure.json,EL150800453773,617,1.0702026000000002
FastCharge_000067_CH42_structure.json,EL150800460642,625,1.0789777
FastCharge_000068_CH38_structure.json,el150800460511,489,1.0712371
FastCharge_000069_CH25_structure.json,el150800460610,526,1.0682162
FastCharge_000070_CH46_structure.json,el150800460613,501,1.0661633
FastCharge_000071_CH40_structure.json,el150800460627,467,1.0743777
FastCharge_000072_CH34_structure.json,el150800460641,530,1.0758885
FastCharge_000073_CH35_structure.json,el150800460492,514,1.0649502
