file_id,cell_id,delta_v_mean_c10_c50,delta_v_std_c10_c50,delta_v_var_c10_c50,delta_v_min_c10_c50,delta_v_max_c10_c50,delta_v_mean_c10_c100,delta_v_std_c10_c100,delta_v_var_c10_c100,delta_v_min_c10_c100,delta_v_max_c10_c100
FastCharge_000006_CH11_structure.json,el150800737313,-0.0010966696162159084,0.004085850036811292,1.6694170523310834e-05,-0.02235284688040906,0.014495697447726386,-0.006220492408808738,0.009937565651327439,9.875521107444296e-05,-0.05848966864438854,0.0077232428125038055
FastCharge_000006_CH19_structure.json,el150800737270,-0.0029292121607250774,0.005259021203764211,2.7657304021641574e-05,-0.0320664465936793,0.0068734733842448215,-0.0096823572559242,0.01211426871927673,0.00014675550660284665,-0.07337033948123617,0.00868939052248896
FastCharge_000006_CH27_structure.json,el150800737378,-0.0020336075955422277,0.004382738546095224,1.9208397163428877e-05,-0.02574620468144939,0.01894685118926498,-0.0038831370142559567,0.009200934838676457,8.465720190557017e-05,-0.054475067342687034,0.02199837895854806
FastCharge_000006_CH35_structure.json,el150800737259,-0.0016406521378782974,0.004926189898186002,2.4267346912989817e-05,-0.026669763719111117,0.03750940397190661,-0.007385823166797305,0.011465675137988175,0.00013146170636988013,-0.06732136721846826,0.009337717384036548
FastCharge_000006_CH3_structure.json,EL150800737380,-0.002099460274816009,0.004645811528888279,2.158356476195125e-05,-0.024539023579579045,0.019685831637241247,-0.00808195425327991,0.01133083960420336,0.00012838792613618336,-0.06441253943972125,0.014633137265872342
FastCharge_000006_CH43_structure.json,el150800737350,-0.0014138109313264736,0.0038783379171518145,1.5041504999617473e-05,-0.022648554128322118,0.006558555402197186,-0.006059067958878872,0.009727061950016347,9.461573417945582e-05,-0.05780883560434891,0.00751340552646429
FastCharge_000006_CH48_structure.json,el150800737361,-0.0001820601696290356,0.0029673150344954914,8.80495851394298e-06,-0.016321651111062874,0.01228698375720727,-0.0035302036812570126,0.007755056259730924,6.014089759159179e-05,-0.0449512693437244,0.01975246956033505
FastCharge_000006_CH8_structure.json,el150800737369,-0.0010198941628190247,0.0040107905930960655,1.608644118166789e-05,-0.022306235751989867,0.012024168986147998,-0.0074996484628686326,0.010805871080356766,0.00011676684980529073,-0.06310203291976224,0.029089364473893653
FastCharge_000007_CH24_structure.json,el150800737386,-0.0014886172926472487,0.0046580570363011576,2.1697495353434722e-05,-0.02663910478921272,0.01735385250733401,-0.008918963169840529,0.011991807536374981,0.00014380344798945978,-0.06961285751419277,0.025516034033961077
FastCharge_000007_CH39_structure.json,el150800737320,-0.0006017837768836003,0.004153331382930078,1.7250161576431873e-05,-0.022591207341321695,0.007059869827233278,-0.007923763397234345,0.011833933474043217,0.0001400419814680806,-0.06796253807894459,0.007731865976268626
FastCharge_000008_CH47_structure.json,EL150800460485,-0.008577574150685545,0.010575444145441665,0.00011184001887335638,-0.060312857416049415,0.007768701551149171,-0.017199896703907272,0.01881188103479706,0.00035388686806735734,-0.10773668550572557,0.000502009080853405
FastCharge_000008_CH48_structure.json,EL150800460656,-0.008473299031988261,0.010816361340268966,0.00011699367264326504,-0.061155578921717524,0.0394766227566965,-0.017256870626227282,0.018885137216113068,0.0003566484076714188,-0.10742764412374273,0.005402825299907654
FastCharge_000009_CH4_structure.json,el150800460597,-0.005675893568386157,0.010273072117550424,0.00010553601073239193,-0.05162356487291042,0.030619289118004378,-0.012705524915863221,0.016749348166549063,0.00028054066400428045,-0.09140966901748193,0.016941074734461825
FastCharge_000009_CH7_structure.json,el150800460611,-0.006890701421289171,0.009739870561514968,9.486507855506589e-05,-0.05229877171251829,0.02093155023480131,-0.016794473618171615,0.01888311870854202,0.00035657217216088964,-0.10180054756337942,0.007090544779426722
FastCharge_000009_CH8_structure.json,el150800460596,-0.008049469303925444,0.010538834165342646,0.00011106702556459342,-0.0577839463045402,0.007874113186818299,-0.01768253584247857,0.018807700905830057,0.00035372961336316077,-0.10502548113695953,0.006949462410452245
FastCharge_000010_CH44_structure.json,el150800460498,-0.007869068555767817,0.009566381719247662,9.151565919835585e-05,-0.05549223053720853,0.007685241896158157,-0.017570952621636073,0.019115386341409225,0.0003653979949813344,-0.10606506846264319,0.003935041877449752
FastCharge_000011_CH26_structure.json,el150800460604,-0.005674599907742065,0.0075791283890145516,5.744318713716632e-05,-0.04185097836933327,0.0023718306127702427,-0.013003112706893328,0.015152890347068834,0.00022961008587029185,-0.08776457796111092,0.0037225071833582035
FastCharge_000012_CH13_structure.json,el150800737280,-0.002858463996511624,0.005455101484196287,2.9758132202880532e-05,-0.028692699129843735,0.004232223923592127,-0.008023653253936693,0.011803698530945364,0.00013932729900944173,-0.06791304294576861,0.008044684364687082
FastCharge_000012_CH15_structure.json,el150800737213,-0.0014932992616658197,0.00453470324231246,2.056353349583914e-05,-0.025602471125992565,0.011201792013594947,-0.007549343110984926,0.010973224929814573,0.00012041166536030403,-0.06302872661673753,0.008377267530334187
FastCharge_000012_CH21_structure.json,el150800737314,-0.0024940528505091606,0.00554659045582311,3.076466568462802e-05,-0.0330214609054833,0.006725555005292705,-0.009444210838235755,0.012746276554998177,0.0001624675660164962,-0.07502032441410034,0.005287001178740702
FastCharge_000012_CH23_structure.json,el150800737387,-0.0013905042957117776,0.0043742068096180005,1.913368521330849e-05,-0.02500794608601753,0.010654306357229082,-0.009288482435355594,0.011987971032838437,0.00014371144948417347,-0.07099320686035426,0.002420190398017219
FastCharge_000012_CH29_structure.json,el150800737275,-0.0017196673102180453,0.0047290230284584124,2.2363658803689976e-05,-0.027205890550803247,0.021124337616575062,-0.007245055129030682,0.011230759249474274,0.00012612995331965198,-0.0666481893644395,0.0078495757380872
FastCharge_000012_CH37_structure.json,el150800737251,-0.0012240572242169247,0.004612417754368197,2.1274397540810963e-05,-0.02525628396709001,0.023250782651813573,-0.007326938653821575,0.011599095950864476,0.0001345390268773607,-0.06726281920337751,0.02726642182583916
FastCharge_000012_CH45_structure.json,el150800737365,-0.0014968632371230002,0.003956970435467102,1.5657615027160706e-05,-0.021990538676276206,0.011004794970745913,-0.0067791343970980385,0.010217634674136604,0.00010440005833411863,-0.05970499967825216,0.010832113200355042
FastCharge_000012_CH5_structure.json,el150800739495,-0.0012776158405560642,0.004574191409881632,2.092322705423491e-05,-0.024320916407223336,0.025478708912811232,-0.00597572634178985,0.01007904265993732,0.00010158710094083637,-0.05791626390565474,0.02416139236094894
FastCharge_000013_CH13_structure.json,EL150800463980,-0.0034262033075831712,0.0037075760673487535,1.3746120295177248e-05,-0.02246330036843247,0.007715837856744123,-0.009277559047233068,0.010037306996299278,0.00010074753173795845,-0.059318558061160154,1.7680648042972535e-05
FastCharge_000013_CH14_structure.json,EL150800463882,-0.0024452314999313623,0.003067866157951462,9.411802763103865e-06,-0.014730002311383661,0.02269462882221296,-0.007839719159148885,0.009084835817993346,8.253424183989482e-05,-0.05066436438348765,-4.482134291805551e-05
FastCharge_000014_CH23_structure.json,EL150800460653,-0.00384560387159106,0.005512595042713493,3.038870410494937e-05,-0.03135493627031094,-0.0002881839372195216,-0.008016246940649166,0.010710604509246428,0.00011471704895348994,-0.061258883972021394,0.03517151477386582
FastCharge_000014_CH24_structure.json,EL150800460522,-0.003651383809625524,0.005225925458393701,2.7310296896687412e-05,-0.029872320626674664,0.011586036747852635,-0.00938211128104315,0.011734966683628011,0.0001377094430658594,-0.06716265211906514,-0.00013177839735334373
FastCharge_000015_CH12_structure.json,el150800737294,0.0012915663394424696,0.002126568084425646,4.5222918176977605e-06,-0.014990540330541702,0.009224581880718397,-0.00033896219903234616,0.0049493710738934635,2.4496274027093338e-05,-0.03126226805497234,0.021824507473029886
FastCharge_000015_CH14_structure.json,el150800739476,-0.001520320814861609,0.004075112935111384,1.6606545433912117e-05,-0.021966269813433303,0.02017600950274634,-0.007487976491307039,0.010748618679815115,0.00011553280352407045,-0.06337141856431971,0.005458284686926884
FastCharge_000015_CH20_structure.json,el150800737276,-0.0034540506872767613,0.0055686287860239455,3.100962655653452e-05,-0.03254264726687328,0.013479557069045356,-0.0109805724600791,0.013071286008718399,0.00017085851792171736,-0.07668006102849301,0.011115034133866608
FastCharge_000015_CH22_structure.json,el150800737319,-0.0010916138967649687,0.004570950295404717,2.089358660306047e-05,-0.024396165580042872,0.040831483141144265,-0.007658257478950168,0.011488097522204707,0.00013197638467968593,-0.0668252216846863,0.025246777944611498
FastCharge_000015_CH28_structure.json,el150800737274,-0.0013871065283977235,0.004462489355785509,1.9913811250498968e-05,-0.02451518916470974,0.023192069859418574,-0.006760191046607336,0.010715774968846731,0.00011482783318296216,-0.06331823073581999,0.020911530661123834
FastCharge_000015_CH36_structure.json,el150800737287,-0.00105136784810411,0.003934692332860696,1.5481803754272742e-05,-0.020698314446211175,0.0242158491141633,-0.0071598057841897374,0.01078468759443774,0.00011630948650961927,-0.06386682137360378,0.023476585602574485
FastCharge_000015_CH44_structure.json,el150800739477,-0.0014109616984937304,0.004254806714842641,1.8103380180670026e-05,-0.024117689021754263,0.007874411672834647,-0.006534054711259849,0.010454102616205004,0.00010928826151014431,-0.06174779138041675,0.014193063913042536
FastCharge_000015_CH4_structure.json,el150800737390,-0.0013346108390569734,0.003679015998528009,1.3535158717425043e-05,-0.020201198245846985,0.016585811345074752,-0.006344656195355558,0.00947591865885024,8.979303442914612e-05,-0.056351830961512306,0.007564735350293006
FastCharge_000016_CH17_structure.json,el150800460478,-0.007312262490048061,0.009590352153827109,9.197485443441627e-05,-0.049809868866690366,0.011183174363278425,-0.01751174083978681,0.017729876421798563,0.0003143485179322487,-0.0964855719904385,0.028281738859322836
FastCharge_000017_CH17_structure.json,el150800737307,0.00022015913120013142,0.0028384086355059614,8.056563582114813e-06,-0.016181136812972063,0.009019362372992834,-0.004926520056320148,0.00822351762213828,6.762624208161882e-05,-0.05364266219057434,0.01970985374474088
FastCharge_000017_CH1_structure.json,el150800737277,-0.00018403556416561172,0.002972308984909973,8.834620701776554e-06,-0.0160287099627201,0.02485189467747695,-0.005788718380673873,0.008764103859944325,7.6809516467891e-05,-0.051729656587953254,0.023423404018571237
FastCharge_000017_CH25_structure.json,el150800737345,0.00038475520314187374,0.0024449362863230304,5.9777134441790505e-06,-0.017977582274871118,0.009341555779812882,-0.0029035930246599554,0.006651903228367193,4.424781655956188e-05,-0.040584231129686454,0.007547887629379968
FastCharge_000017_CH33_structure.json,el150800737299,0.00032306511407756265,0.003270280080571029,1.0694731805379656e-05,-0.01917931131610029,0.0360293178258182,-0.003363926492125093,0.007282224161598546,5.303078873976964e-05,-0.04488208532043947,0.03155457176025234
FastCharge_000017_CH41_structure.json,el150800737297,0.0015014695871362318,0.001994808144446643,3.979259533150658e-06,-0.011718941346302358,0.010778128031676992,-0.00045686909431876454,0.005422367132447595,2.9402065319047955e-05,-0.034720554678421944,0.01242245390387886
FastCharge_000017_CH46_structure.json,el150800737364,0.0028648258772608006,0.002026837731580402,4.108071190157989e-06,-0.0046661006851316245,0.011250276220900357,9.249261921424257e-05,0.0032443910341860543,1.0526073182706853e-05,-0.018545508016782897,0.022909275040592814
FastCharge_000017_CH6_structure.json,el150800737377,0.001021862333691844,0.002196059672823158,4.822678086600156e-06,-0.014383485684157371,0.015114087569612078,0.0031732156801260528,0.003633311298774633,1.3200950993803409e-05,-0.018704635072165576,0.007855982408818019
FastCharge_000017_CH9_structure.json,el150800739484,0.0003070695606061369,0.002251349165454482,5.068573064792592e-06,-0.014750921605764411,0.0024232542138387103,-0.004814767237486975,0.007524993729909894,5.6625530635183215e-05,-0.04522357534806298,0.005428664523403182
FastCharge_000018_CH18_structure.json,EL150800464881,-0.007131502629025796,0.008007691525379506,6.412312356563477e-05,-0.043881601827984174,0.004847074571018073,-0.01442358237104171,0.015522247631484075,0.00024094017153311294,-0.08564912702993066,0.004225761164051711
FastCharge_000019_CH29_structure.json,EL150800460640,-0.006709557953935,0.008595722587889178,7.388644680794823e-05,-0.04860656720756129,0.013716555064505531,-0.01409855801807658,0.016197143584617168,0.00026234746030070506,-0.09233031955789839,0.011392058876531497
FastCharge_000019_CH30_structure.json,EL150800460436,-0.006261211535362371,0.009010239148617854,8.118440951528578e-05,-0.051587097330920706,0.006034084983243648,-0.012850196338320167,0.016018897529759168,0.0002566050780689244,-0.09321777194222092,0.011674028446662543
FastCharge_000020_CH23_structure.json,el150800460501,-0.010134424424183311,0.01038988705962139,0.000107949753111688,-0.06009144863219573,0.004956928545360562,-0.01625298103298939,0.017279075412410784,0.0002985664471077789,-0.09963614972120594,0.019650367989743067
FastCharge_000021_CH28_structure.json,el150800460510,-0.008136151333127856,0.010230985172640589,0.00010467305760279159,-0.060816707317284724,0.016128091918500953,-0.019717700352097252,0.02079478409327949,0.00043242304548610965,-0.11580963254804155,0.029128104567427204
FastCharge_000022_CH24_structure.json,el150800460614,-0.005620219183677882,0.008599176783506244,7.394584135399281e-05,-0.04704897040398626,0.005176215681681917,-0.014984461067749222,0.017731870255279655,0.0003144192227500714,-0.09732706581155393,0.006258250910437191
FastCharge_000023_CH37_structure.json,EL150800460506,-0.00489333589419872,0.007736913232323183,5.9859826364497566e-05,-0.04528278268729924,0.021079107943042796,-0.013598088469635039,0.016029520597929954,0.0002569455305994607,-0.09376251683069192,0.02456085192537616
FastCharge_000023_CH38_structure.json,EL150800460601,-0.004026654780623309,0.006994379313314057,4.892134197851562e-05,-0.03831810150600479,0.006907235401887757,-0.013535221421241653,0.016037540414793536,0.000257202702556136,-0.09085839681171981,8.259377323405204e-06
FastCharge_000024_CH45_structure.json,el150800460474,-0.007475490800944185,0.010494280523952675,0.00011012992371541243,-0.05682261830815305,0.0027672861729532983,-0.016350130173069535,0.019168603567575233,0.0003674353627308579,-0.10518683024648068,0.005501941135613642
FastCharge_000025_CH7_structure.json,EL150800464883,-0.003301818315079267,0.004920702147540615,2.4213309624810823e-05,-0.03042579930693856,0.010883842120355425,-0.007562206566933039,0.009561057371363835,9.141381805851072e-05,-0.05525878328232592,0.01034543244511088
FastCharge_000027_CH31_structure.json,el150800460527,-0.005250770605835682,0.008077791170527211,6.525071019464738e-05,-0.04387366748328292,0.01894459938862525,-0.013949692208460065,0.016871542563048698,0.00028464894845676384,-0.09272496293505705,0.015248262274604407
FastCharge_000028_CH19_structure.json,EL150800464898,-0.0045610015708903405,0.0059957402431398904,3.594890106320719e-05,-0.03286528048262394,0.007733377641511385,-0.009225776827568933,0.011710485144639855,0.00013713546232283074,-0.06648921748731373,0.03402760626308865
FastCharge_000028_CH20_structure.json,EL150800460468,-0.003736446794130595,0.005058223796792195,2.558562797843485e-05,-0.027110250721876117,0.012381379743466425,-0.00882323832973463,0.010959910986441626,0.00012011964883072384,-0.06288946567062403,0.012779112494571976
FastCharge_000029_CH10_structure.json,EL150800463886,-0.006220167764228218,0.006539352873272021,4.2763136001171036e-05,-0.03768533839485988,0.006900867787083431,-0.012379731164676916,0.013040690968115397,0.0001700596209258865,-0.07216847872012222,0.0088119324141811
FastCharge_000029_CH9_structure.json,EL150800465027,-0.006360913296633983,0.006624197207747133,4.387998864712491e-05,-0.0373844727642334,0.004414690861439752,-0.012154778861306859,0.012933619412369219,0.00016727851110401388,-0.07450504229537547,0.00770907860072656
FastCharge_000030_CH30_structure.json,el150800460449,-0.007114477582826806,0.008887173956891769,7.89818609400553e-05,-0.050991949184079566,0.0038087534254467315,-0.01638328750040201,0.018110705091466003,0.00032799763891005253,-0.10277383230525983,0.003601221781136754
FastCharge_000031_CH9_structure.json,el150800460518,-0.018290689270891326,0.022475731776087842,0.0005051585188706447,-0.11237758479399007,0.013247448203919987,-0.038918220109493674,0.031049835671325663,0.0009640922952163276,-0.17043125277022275,-0.0008019695127887694
FastCharge_000032_CH22_structure.json,el150800463245,-0.007285801495974516,0.008819479446193032,7.778321770182134e-05,-0.048817742704605926,0.01492029363736913,-0.015237431959805939,0.017581134192771096,0.000309096279504225,-0.09795355614045897,0.004327146213908506
FastCharge_000033_CH14_structure.json,el150800460635,-0.006067037716935693,0.009048532458623967,8.18759396547715e-05,-0.04951226519816787,0.01467906722772172,-0.014426114820469328,0.01719345642782429,0.00029561494393549236,-0.09638776887430822,0.008950859092104135
FastCharge_000034_CH27_structure.json,el150800460466,-0.006484117656245188,0.009743063443111375,9.492728525649329e-05,-0.05387576631998936,0.007892997467601859,-0.01690699665483442,0.018939380173186783,0.0003587001213445007,-0.10716342046537575,0.007606347933224011
FastCharge_000035_CH12_structure.json,el150800460673,-0.012884114676186933,0.014586589770456088,0.00021276860113157419,-0.08271690609560167,0.021186626135452524,-0.03140059636259556,0.026464427472229206,0.00070036592143288,-0.1480286987713182,0.023246811795618605
FastCharge_000036_CH48_structure.json,el150800460599,-0.001954246623135311,0.004313170148405676,1.860343672909784e-05,-0.025038821420102497,0.025237939340930104,-0.0067027239404757995,0.00990103531372296,9.80305002835891e-05,-0.05560432539584337,0.01617222888514558
FastCharge_000037_CH21_structure.json,EL150800460472,-0.003924051763658356,0.0059980269626181805,3.597632744429468e-05,-0.03250879747828517,0.013129943031782165,-0.008017077531866396,0.011071257676717934,0.0001225727465442858,-0.06407829837543222,0.005546898944938317
FastCharge_000037_CH22_structure.json,EL150800460658,-0.003800764452483607,0.0053597908637414175,2.872735810304597e-05,-0.03117844017150384,0.009278589441781282,-0.008555600882186534,0.011012774586761642,0.00012128120409882307,-0.06427543173964434,0.03448694010795217
FastCharge_000038_CH13_structure.json,el150800460655,-0.008019785717461017,0.01106654863997142,0.00012246849880085328,-0.06140692447281859,0.004672505242907743,-0.019169823641631598,0.021400333058574313,0.0004579742550179085,-0.11797549596463686,0.008669193609873727
FastCharge_000039_CH27_structure.json,EL150800460507,-0.005426865620668849,0.0069136667925499655,4.779878851840813e-05,-0.04031219900608729,0.014960478780945419,-0.011326208111105993,0.013732176871032892,0.00018857268161733072,-0.07969488086032195,0.022919948409040103
FastCharge_000039_CH28_structure.json,EL150800460644,-0.005144208700666899,0.006783249683234973,4.6012476265107355e-05,-0.0399310556325605,0.011815295639685086,-0.011377127535558045,0.01363373349597749,0.0001858786890393386,-0.08030123774021725,0.009808500359095973
FastCharge_000040_CH32_structure.json,el150800460608,-0.006158015738594301,0.008165157206655314,6.66697922093952e-05,-0.047229300678603536,0.014501739294752625,-0.01421962675379013,0.01605633957860798,0.00025780604066357306,-0.09447937777078774,-0.0008431048320747259
FastCharge_000041_CH10_structure.json,el150800460605,-0.014256006505523508,0.00938688869475684,8.811367936775379e-05,-0.05547162082765977,0.012037921015534359,-0.04053163686572451,0.0250841754705492,0.0006292158590373023,-0.1258561124252795,0.015647082550431346
FastCharge_000042_CH36_structure.json,el150800460628,-0.006758919799038492,0.009091011587410684,8.264649168243531e-05,-0.04935465346131229,0.00621329740532639,-0.015680704116721723,0.017871156003973775,0.0003193782169183679,-0.09655668485102575,0.02421966522141661
FastCharge_000043_CH16_structure.json,el150800460451,-0.006847810187824655,0.010378238076460622,0.00010770782557169708,-0.05584812228446889,0.022541347342714957,-0.01333652824160654,0.016896243038857072,0.00028548302882812603,-0.09578516094240053,0.006826149368531986
FastCharge_000044_CH11_structure.json,EL150800464002,-0.009763318328988675,0.011581940321874812,0.00013414134161946964,-0.06490044127456907,0.005809075292837029,-0.01964501611115564,0.020575666673326696,0.0004233580590518469,-0.11388743546437441,0.01008243404973852
FastCharge_000044_CH12_structure.json,EL150800463871,-0.010318723221769315,0.011483657359487516,0.00013187438635011177,-0.06368822948009001,0.010639371508845308,-0.020185747684211785,0.02058970435732095,0.0004239359255218814,-0.1141546863371028,0.02216847990210269
FastCharge_000045_CH1_structure.json,EL150800460514,0.00033065759172790354,0.0008621936134615261,7.433778270938434e-07,-0.019427249679481395,0.010582732680579188,-0.002824811159710323,0.0035062141762146216,1.2293537849488379e-05,-0.021509551913479807,0.0012179742184752484
FastCharge_000045_CH2_structure.json,EL150800460486,-0.00022873135448070946,0.0013539787312649907,1.833258404717954e-06,-0.026015335388160477,0.012423829073616055,-0.003175572430317494,0.0032088280035053067,1.0296577156079854e-05,-0.022281092674456104,0.008186286193767156
FastCharge_000045_CH3_structure.json,EL150800460623,-0.0006630583355339241,0.0010505368945427575,1.1036277667955406e-06,-0.00637994715984469,0.01216761141024758,-0.004200085522109296,0.003270571299453237,1.0696636624807233e-05,-0.022725480201223558,0.009051834718370788
FastCharge_000046_CH31_structure.json,EL150800460433,-0.0001775109742453722,0.003771998535075419,1.4227972948611105e-05,-0.030123276026747803,0.007534530353019875,-0.010070180417016648,0.011970685271668554,0.00014329730587334244,-0.06997920594303864,0.0013998288630947542
FastCharge_000046_CH32_structure.json,EL150800460477,0.0007212985724132794,0.0033469554418352294,1.1202110729630455e-05,-0.017721058383773247,0.02962825387229806,-0.00893997551251982,0.011097149939834001,0.0001231467367871578,-0.06526829739857343,0.01800662937976627
FastCharge_000047_CH21_structure.json,el150800460603,-0.008086840098253367,0.009901897743912983,9.804757893090902e-05,-0.05501325584111516,0.00686264958238425,-0.016030110971259746,0.015821368801988565,0.0002503157107685371,-0.09531143952651222,0.008445315616777194
FastCharge_000048_CH43_structure.json,EL150800463229,-0.00280540352479933,0.004496460045413431,2.021815293999935e-05,-0.025308283384029906,0.008781742473140675,-0.009163340032729011,0.010798968465432655,0.00011661771991740893,-0.06229365209923765,0.0072214443501703585
FastCharge_000048_CH44_structure.json,EL150800460647,-0.0021632166716705195,0.004503342305288683,2.028009191860279e-05,-0.024703865229577016,0.036919231783266504,-0.008818355409150217,0.010724114135602876,0.00011500662399343742,-0.06284852625182369,0.0007255159164674119
FastCharge_000049_CH37_structure.json,el150800460528,-0.006088041597336756,0.008118049296258943,6.590272437649032e-05,-0.0437477587748023,0.04580134464550101,-0.014458317902396474,0.01630293535896564,0.00026578570131861206,-0.09130608487695469,0.012876490563867637
FastCharge_000050_CH32_structure.json,el150800737285,-0.002092582022751934,0.005418311833912047,2.9358103129511335e-05,-0.03270931015835776,0.012935593157511693,-0.00808754818340539,0.011917602640579608,0.00014202925269875006,-0.07164369856086195,0.010114590922281952
FastCharge_000050_CH40_structure.json,el150800737279,-0.0028107762692513405,0.006300628885655725,3.96979243547593e-05,-0.03573162986998213,0.010118752429074451,-0.010822479781727675,0.014179588603382634,0.00020106073296117868,-0.0832040414619808,0.005096191873686706
FastCharge_000051_CH15_structure.json,EL150800463838,-0.003189209295139373,0.0046986065164209894,2.207690319615379e-05,-0.027611085983725303,0.009124298991364466,-0.00863852205599401,0.010863289388487673,0.00011801105633802887,-0.06290893722580737,0.008219206654963784
FastCharge_000051_CH16_structure.json,EL150800453113,-0.0033672581079896833,0.0049176328515842,2.418311286298015e-05,-0.026242844422238232,0.007773614057172029,-0.008863895888294362,0.011210734080722852,0.00012568055862868083,-0.0635641980684416,0.009415205947908234
FastCharge_000052_CH41_structure.json,el150800460526,-0.00702278705347415,0.009409749306014544,8.854338200204119e-05,-0.05377727873131244,0.01149050316548239,-0.014751861713357793,0.016939363753530928,0.0002869420443744374,-0.09658444160258028,0.016682282317898256
FastCharge_000053_CH42_structure.json,el150800460513,-0.00493835127069438,0.006457983239071043,4.170554751612252e-05,-0.04061212460929653,0.005740123523663154,-0.01788434621627835,0.017655435976330514,0.00031171441951430577,-0.10233008789551512,0.0024689018074433022
FastCharge_000054_CH15_structure.json,el150800460634,-0.007887172531530318,0.011209664040073793,0.0001256565678913235,-0.06701863700992439,0.013516805535953136,-0.021471417303615327,0.022243582908113905,0.000494776980590137,-0.12452198350511834,0.015191323647455235
FastCharge_000055_CH20_structure.json,el150800460652,-0.006178477820083591,0.008473094850854717,7.179333635158072e-05,-0.050118239843061296,0.00021206782037541672,-0.01194119429690192,0.016311572910513536,0.00026606741081499903,-0.09581782314662224,0.007742412231268148
FastCharge_000056_CH11_structure.json,el150800460602,-0.005771958179030845,0.00888610734669544,7.896290377699467e-05,-0.04915733952856227,0.0039884939991656765,-0.016758501499504044,0.01809296971944545,0.00032735555326877,-0.10363170215864992,0.031091794490099467
